[2026-01-08 05:57:53,462] INFO PIPELINE: FLOW ('192.168.50.36', '172.66.164.239', 51898, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 28.792023938070745, 'byte_rate': 2866.2459830349426, 'mean_pkt_size': 99.55, 'var_pkt_size': 12172.447500000004, 'mean_inter_arrival': 0.03655983272351717, 'var_inter_arrival': 0.013702362233124321, 'pkt_size_entropy': 3.852483500912938, 'direction_ratio': 0.0, 'flow_duration': 0.6946368217468262}
[2026-01-08 05:57:53,462] INFO PIPELINE: FLOW ('172.66.164.239', '192.168.50.36', 443, 51898, 6) DECISION=ATTACK FEATURES={'pkt_rate': 43.53801151379642, 'byte_rate': 91943.57271483527, 'mean_pkt_size': 2111.8, 'var_pkt_size': 9828283.693333333, 'mean_inter_arrival': 0.023760450297388536, 'var_inter_arrival': 0.009216903438189117, 'pkt_size_entropy': 3.673350369183777, 'direction_ratio': 30.0, 'flow_duration': 0.6890530586242676}
[2026-01-08 05:57:53,774] INFO PIPELINE: FLOW ('192.168.50.36', '142.250.66.14', 53164, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 14.777183343227527, 'byte_rate': 1667.0509959078554, 'mean_pkt_size': 112.8125, 'var_pkt_size': 14701.40234375, 'mean_inter_arrival': 0.07218335469563802, 'var_inter_arrival': 0.05882578293139482, 'pkt_size_entropy': 3.5209725783562837, 'direction_ratio': 0.0, 'flow_duration': 1.0827503204345703}
[2026-01-08 05:57:53,775] INFO PIPELINE: FLOW ('142.250.66.14', '192.168.50.36', 443, 53164, 6) DECISION=NORMAL FEATURES={'pkt_rate': 15.75627604476263, 'byte_rate': 7109.787855257302, 'mean_pkt_size': 451.2352941176471, 'var_pkt_size': 509408.06228373706, 'mean_inter_arrival': 0.0674334466457367, 'var_inter_arrival': 0.054553821170777006, 'pkt_size_entropy': 2.731904399154865, 'direction_ratio': 17.0, 'flow_duration': 1.078935146331787}
[2026-01-08 05:57:54,282] INFO PIPELINE: FLOW ('192.168.50.36', '104.20.29.66', 50816, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 20.81061720439146, 'byte_rate': 2216.94280924429, 'mean_pkt_size': 106.52941176470588, 'var_pkt_size': 13995.778546712805, 'mean_inter_arrival': 0.0510556697845459, 'var_inter_arrival': 0.009767959143132998, 'pkt_size_entropy': 3.5965153056258568, 'direction_ratio': 0.0, 'flow_duration': 0.8168907165527344}
[2026-01-08 05:57:54,282] INFO PIPELINE: FLOW ('104.20.29.66', '192.168.50.36', 443, 50816, 6) DECISION=NORMAL FEATURES={'pkt_rate': 29.454390640914866, 'byte_rate': 63117.07734465044, 'mean_pkt_size': 2142.875, 'var_pkt_size': 10463454.942708334, 'mean_inter_arrival': 0.03542691728343134, 'var_inter_arrival': 0.007286599690598497, 'pkt_size_entropy': 3.233607281163195, 'direction_ratio': 24.0, 'flow_duration': 0.8148190975189209}
[2026-01-08 05:57:55,101] INFO PIPELINE: FLOW ('192.168.50.36', '142.250.66.14', 53174, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 15.578053515842775, 'byte_rate': 1622.577258308045, 'mean_pkt_size': 104.15789473684211, 'var_pkt_size': 12567.18559556787, 'mean_inter_arrival': 0.0677591429816352, 'var_inter_arrival': 0.03448312675463349, 'pkt_size_entropy': 3.795436091954799, 'direction_ratio': 0.0, 'flow_duration': 1.2196645736694336}
[2026-01-08 05:57:55,101] INFO PIPELINE: FLOW ('142.250.66.14', '192.168.50.36', 443, 53174, 6) DECISION=NORMAL FEATURES={'pkt_rate': 13.160329690371087, 'byte_rate': 5707.470482592811, 'mean_pkt_size': 433.6875, 'var_pkt_size': 770816.08984375, 'mean_inter_arrival': 0.08105166753133138, 'var_inter_arrival': 0.04479856204732692, 'pkt_size_entropy': 2.20664028329367, 'direction_ratio': 16.0, 'flow_duration': 1.2157750129699707}
[2026-01-08 05:57:55,311] INFO PIPELINE: FLOW ('192.168.50.36', '172.66.164.239', 51910, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 23.15198391079901, 'byte_rate': 2203.464903510393, 'mean_pkt_size': 95.17391304347827, 'var_pkt_size': 10721.795841209832, 'mean_inter_arrival': 0.045156153765591706, 'var_inter_arrival': 0.010880686653580192, 'pkt_size_entropy': 4.084308816560508, 'direction_ratio': 0.0, 'flow_duration': 0.9934353828430176}
[2026-01-08 05:57:55,312] INFO PIPELINE: FLOW ('172.66.164.239', '192.168.50.36', 443, 51910, 6) DECISION=ATTACK FEATURES={'pkt_rate': 31.280414482243625, 'byte_rate': 64028.99035389578, 'mean_pkt_size': 2046.9354838709678, 'var_pkt_size': 9973271.802289281, 'mean_inter_arrival': 0.03303451538085937, 'var_inter_arrival': 0.008306592583393618, 'pkt_size_entropy': 3.6677560310496835, 'direction_ratio': 31.0, 'flow_duration': 0.9910354614257812}
[2026-01-08 05:57:56,133] INFO PIPELINE: FLOW ('192.168.50.36', '104.20.29.66', 50828, 443, 6) DECISION=NORMAL FEATURES={'pkt_rate': 24.340875227236126, 'byte_rate': 2430.436391439527, 'mean_pkt_size': 99.85, 'var_pkt_size': 12360.327499999998, 'mean_inter_arrival': 0.04324542848687423, 'var_inter_arrival': 0.00905840831524893, 'pkt_size_entropy': 3.8405382610753485, 'direction_ratio': 0.0, 'flow_duration': 0.8216631412506104}
